Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
LEVI,Levi Strauss & Co,12.18,$4.83B,2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/levi
LFC,China Life Insurance Company Limited,11.76,$66.48B,2003,Finance,Life Insurance,https://old.nasdaq.com/symbol/lfc
LGC,Legacy Acquisition Corp.,10.57,$389.03M,2017,Technology,Advertising,https://old.nasdaq.com/symbol/lgc
LGC.U,Legacy Acquisition Corp.,n/a,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/lgc.u
LGC.WS,Legacy Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lgc.ws
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lgf.a
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/lgf.b
LGI,Lazard Global Total Return and Income Fund,14.58,$189.69M,2004,n/a,n/a,https://old.nasdaq.com/symbol/lgi
LGVW,Longview Acquisition Corp.,10.1,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/lgvw
LGVW.U,Longview Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/lgvw.u
LGVW.WS,Longview Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lgvw.ws
LH,Laboratory Corporation of America Holdings,201.3,$19.57B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/lh
LHX,"L3Harris Technologies, Inc.",167.55,$36.17B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lhx
LII,"Lennox International, Inc.",272,$10.41B,1999,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lii
LIN,Linde plc,246.86,$129.65B,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lin
LINX,Linx S.A.,5.19,$909.72M,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/linx
LITB,"LightInTheBox Holding Co., Ltd.",1.22,$136.37M,2013,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/litb
LL,"Lumber Liquidators Holdings, Inc",23.12,$666.2M,2007,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/ll
LLY,Eli Lilly and Company,160.5,$153.51B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lly
LM,"Legg Mason, Inc.",49.99,$4.45B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",25.78,n/a,2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",25.7,n/a,2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/lmhb
LMND,"Lemonade, Inc.",73,$4.01B,2020,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/lmnd
LMT,Lockheed Martin Corporation,382.09,$106.81B,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/lmt
LN,LINE Corporation,52.45,$12.58B,2016,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ln
LNC,Lincoln National Corporation,36.75,$7.1B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/lnc
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,4.14,$245.68M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/lnd
LNN,Lindsay Corporation,100.25,$1.09B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lnn
LOAK,Live Oak Acquisition Corp.,10.221,$255.53M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/loak
LOAK.U,Live Oak Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/loak.u
LOAK.WS,Live Oak Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/loak.ws
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,5.61,$668.74M,2017,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/loma
LOW,"Lowe&#39;s Companies, Inc.",149.12,$112.59B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/low
LPG,Dorian LPG Ltd.,8.31,$422.38M,2014,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/lpg
LPI,"Laredo Petroleum, Inc.",15.78,$187.78M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/lpi
LPL,"LG Display Co., Ltd.",5.15,$3.69B,2004,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lpl
LPX,Louisiana-Pacific Corporation,32.08,$3.6B,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/lpx
LRN,K12 Inc,46.8,$1.92B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/lrn
LSI,"Life Storage, Inc.",92.76,$4.35B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lsi
LTC,"LTC Properties, Inc.",37.61,$1.47B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ltc
LTHM,Livent Corporation,6.67,$975.09M,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lthm
LUB,"Luby&#39;s, Inc.",1.17,$35.83M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lub
LUV,Southwest Airlines Company,31.53,$18.58B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/luv
LVS,Las Vegas Sands Corp.,43.48,$33.21B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/lvs
LW,"Lamb Weston Holdings, Inc.",70.5,$10.3B,2016,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lw
LXFR,Luxfer Holdings PLC,13.06,$374.14M,2012,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxfr
LXP,Lexington Realty Trust,11.14,$3.08B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lxp
LXU,Lsb Industries Inc.,1.12,$32.82M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxu
LYB,LyondellBasell Industries NV,69.77,$23.28B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lyb
LYG,Lloyds Banking Group Plc,1.43,$25.3B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/lyg
LYV,"Live Nation Entertainment, Inc.",47.34,$10.19B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/lyv
LZB,La-Z-Boy Incorporated,27.93,$1.29B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/lzb
M,Macy&#39;s Inc,6.21,$1.93B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/m
MA,Mastercard Incorporated,308.86,$310.02B,2006,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ma
MAA,"Mid-America Apartment Communities, Inc.",110.32,$12.62B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/maa
MAC,Macerich Company (The),7.88,$1.12B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mac
MAIN,Main Street Capital Corporation,29.8,$1.93B,2007,n/a,n/a,https://old.nasdaq.com/symbol/main
MAN,ManpowerGroup,72.12,$4.19B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/man
MANU,Manchester United Ltd.,14.98,$2.47B,2012,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/manu
MAS,Masco Corporation,55.89,$14.74B,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mas
MATX,"Matson, Inc.",36.25,$1.56B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/matx
MAV,Pioneer Municipal High Income Advantage Trust,11.06,$264.32M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mav
MAXR,Maxar Technologies Inc.,16.58,$1B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/maxr
MBI,"MBIA, Inc.",7.66,$518.58M,1987,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mbi
MBT,Mobile TeleSystems OJSC,8.99,$7.96B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mbt
MC,Moelis & Company,30.63,$1.69B,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/mc
MCA,"Blackrock MuniYield California Insured Fund, Inc.",14.69,$505.42M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mca
MCB,Metropolitan Bank Holding Corp.,29.96,$248.51M,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/mcb
MCC,Medley Capital Corporation,12.4,$33.77M,2011,n/a,n/a,https://old.nasdaq.com/symbol/mcc
MCD,McDonald&#39;s Corporation,201.25,$149.64B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/mcd
MCI,Barings Corporate Investors,13.33,$270.09M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mci
MCK,McKesson Corporation,157.15,$25.48B,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/mck
MCN,Madison Covered Call & Equity Strategy Fund,5.77,$120.86M,2004,n/a,n/a,https://old.nasdaq.com/symbol/mcn
MCO,Moody&#39;s Corporation,289.5,$54.29B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mco
MCR,MFS Charter Income Trust,8.37,$370.92M,1989,n/a,n/a,https://old.nasdaq.com/symbol/mcr
MCS,Marcus Corporation (The),14.01,$435.11M,n/a,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/mcs
MCV,Medley Capital Corporation,19.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mcv
MCX,Medley Capital Corporation,23.7,n/a,2015,n/a,n/a,https://old.nasdaq.com/symbol/mcx
MCY,Mercury General Corporation,41.37,$2.29B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mcy
MD,"Mednax, Inc",19.77,$1.69B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/md
MDC,"M.D.C. Holdings, Inc.",43,$2.71B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mdc
MDLA,"Medallia, Inc.",31.58,$4.46B,2019,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mdla
MDLQ,Medley LLC,4.62,n/a,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlq
MDLX,Medley LLC,4.55,n/a,2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlx
MDLY,Medley Management Inc.,0.7381,$24.07M,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdly
MDP,Meredith Corporation,14.05,$637.72M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/mdp
MDT,Medtronic plc,96.43,$129.34B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/mdt
MDU,"MDU Resources Group, Inc.",21.68,$4.35B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mdu
MEC,"Mayville Engineering Company, Inc.",7.15,$141.76M,2019,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mec
MED,MEDIFAST INC,166.47,$1.96B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/med
MEG,"Montrose Environmental Group, Inc.",21.75,$454.85M,2020,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/meg
MEI,"Methode Electronics, Inc.",29.55,$1.1B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mei
MEN,"Blackrock MuniEnhanced Fund, Inc.",11.65,$345.79M,1989,n/a,n/a,https://old.nasdaq.com/symbol/men
MET,"MetLife, Inc.",37.8,$34.31B,2000,Finance,Life Insurance,https://old.nasdaq.com/symbol/met
MFA,"MFA Financial, Inc.",2.58,$1.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfa
MFAC,Megalith Financial Acquisition Corp.,10.65,$225.37M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/mfac
MFAC.U,Megalith Financial Acquisition Corp.,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/mfac.u
MFAC.WS,Megalith Financial Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mfac.ws
MFC,Manulife Financial Corp,13.98,$27.11B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/mfc
MFD,Macquarie First Trust Global,8.01,$68.47M,2004,n/a,n/a,https://old.nasdaq.com/symbol/mfd
MFG,"Mizuho Financial Group, Inc.",2.63,$33.35B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mfg
MFGP,Micro Focus Intl PLC,3.72,$1.24B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mfgp
MFL,Blackrock MuniHoldings Investment Quality Fund,13.6,$515.39M,1997,n/a,n/a,https://old.nasdaq.com/symbol/mfl
MFM,MFS Municipal Income Trust,6.5,$267.72M,1986,n/a,n/a,https://old.nasdaq.com/symbol/mfm
MFO,"MFA Financial, Inc.",22.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfo
MFT,Blackrock MuniYield Investment QualityFund,13.69,$116.07M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mft
MFV,MFS Special Value Trust,5.37,$38.68M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mfv
MG,Mistras Group Inc,3.5,$101.76M,2009,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/mg
MGA,"Magna International, Inc.",48.65,$14.52B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mga
MGF,MFS Government Markets Income Trust,4.72,$153.81M,1987,n/a,n/a,https://old.nasdaq.com/symbol/mgf
MGM,MGM Resorts International,14.96,$7.38B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mgm
MGP,MGM Growth Properties LLC,25.58,$8.54B,2016,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mgp
MGR,"Affiliated Managers Group, Inc.",27,n/a,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/mgr
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,17.95,$223.81M,2005,n/a,n/a,https://old.nasdaq.com/symbol/mgu
MGY,Magnolia Oil & Gas Corporation,6.43,$1.62B,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mgy
MHD,"Blackrock MuniHoldings Fund, Inc.",15.67,$222.67M,1997,n/a,n/a,https://old.nasdaq.com/symbol/mhd
MHE,BlackRock Massachusetts Tax-Exempt Trust,13.15,$31.18M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mhe
MHF,"Western Asset Municipal High Income Fund, Inc.",7.26,$157.06M,1988,n/a,n/a,https://old.nasdaq.com/symbol/mhf
MHI,Pioneer Municipal High Income Trust,11.59,$263.92M,2003,n/a,n/a,https://old.nasdaq.com/symbol/mhi
MHK,"Mohawk Industries, Inc.",87.33,$6.22B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mhk
MHLA,"Maiden Holdings, Ltd.",19.0226,n/a,2016,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhla
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.74,$427.75M,1997,n/a,n/a,https://old.nasdaq.com/symbol/mhn
MHNC,"Maiden Holdings, Ltd.",21.4,n/a,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhnc
MHO,"M/I Homes, Inc.",41.56,$1.19B,1993,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mho
MIC,Macquarie Infrastructure Corporation ,29.86,$2.59B,2004,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mic
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",1.93,$51.86M,2013,n/a,n/a,https://old.nasdaq.com/symbol/mie
MIN,MFS Intermediate Income Trust,3.84,$445.17M,1988,n/a,n/a,https://old.nasdaq.com/symbol/min
MITT,"AG Mortgage Investment Trust, Inc.",3.08,$101.1M,2011,n/a,n/a,https://old.nasdaq.com/symbol/mitt
MIXT,MiX Telematics Limited,9.08,$198.68M,2013,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mixt
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",14.11,$416.38M,1992,n/a,n/a,https://old.nasdaq.com/symbol/miy
MKC,"McCormick & Company, Incorporated",196.02,$26.11B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc.v
MKL,Markel Corporation,1014.91,$13.98B,1986,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mkl
MLI,"Mueller Industries, Inc.",28.52,$1.62B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mli
MLM,"Martin Marietta Materials, Inc.",228,$14.19B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mlm
MLP,"Maui Land & Pineapple Company, Inc.",10.27,$198.7M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/mlp
MLR,"Miller Industries, Inc.",29.14,$332.36M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mlr
MMC,"Marsh & McLennan Companies, Inc.",114.61,$58.01B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/mmc
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,20.88,$576.33M,2012,n/a,n/a,https://old.nasdaq.com/symbol/mmd
MMI,"Marcus & Millichap, Inc.",27.46,$1.08B,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/mmi
MMM,3M Company,163.24,$93.9B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmm
MMP,Magellan Midstream Partners L.P.,41.68,$9.38B,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mmp
MMS,"Maximus, Inc.",72.8,$4.46B,1997,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mms
MMT,MFS Multimarket Income Trust,5.68,$355.34M,1987,n/a,n/a,https://old.nasdaq.com/symbol/mmt
MMU,"Western Asset Managed Municipals Fund, Inc.",12.45,$539.93M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mmu
MN,"Manning & Napier, Inc.",3.12,$50.78M,2011,Finance,Investment Managers,https://old.nasdaq.com/symbol/mn
MNK,Mallinckrodt plc,1.99,$168.07M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnk
MNP,"Western Asset Municipal Partners Fund, Inc.",14.62,$142.09M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mnp
MNR,Monmouth Real Estate Investment Corporation,14.13,$1.38B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mnr
MNRL,"Brigham Minerals, Inc.",11.61,$660.72M,2019,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mnrl
MO,Altria Group,42.13,$78.29B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/mo
MOD,Modine Manufacturing Company,5.15,$261.74M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mod
MODN,"Model N, Inc.",37.34,$1.28B,2013,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/modn
MOG.A,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mog.a
MOG.B,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mog.b
MOGU,MOGU Inc.,2.34,$250.34M,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mogu
MOH,Molina Healthcare Inc,182.24,$10.79B,2003,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/moh
MOS,Mosaic Company (The),14,$5.31B,n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/mos
MOV,Movado Group Inc.,10.37,$239.85M,n/a,Consumer Non-Durables,Consumer Specialties,https://old.nasdaq.com/symbol/mov
MPA,Blackrock MuniYield Pennsylvania Quality Fund,14.04,$187.04M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mpa
MPC,Marathon Petroleum Corporation,38.52,$25.05B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/mpc
MPLX,MPLX LP,18.28,$19.35B,2012,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mplx
MPV,Barings Participation Investors,11.81,$125.21M,1988,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/mpv
MPW,"Medical Properties Trust, Inc.",19.32,$10.21B,2005,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mpw
MPX,Marine Products Corporation,17.68,$600.63M,n/a,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mpx
MQT,"Blackrock MuniYield Quality Fund II, Inc.",13.26,$299.12M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mqt
MQY,"Blackrock MuniYield Quality Fund, Inc.",16.05,$492.93M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mqy
MR,Montage Resources Corporation,4.24,$151.85M,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mr
MRC,MRC Global Inc.,6.29,$515.75M,2012,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mrc
MRK,"Merck & Company, Inc.",78.93,$199.23B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrk
MRO,Marathon Oil Corporation,5.63,$4.45B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mro
MS,Morgan Stanley,51.32,$80.86B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ms
MSA,MSA Safety Incorporporated,117.67,$4.57B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/msa
MSB,Mesabi Trust,16.6,$217.79M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/msb
MSC,Studio City International Holdings Limited,14.7501,$1.16B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/msc
MSCI,MSCI Inc,394,$32.94B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/msci
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",8.51,$173.49M,1993,n/a,n/a,https://old.nasdaq.com/symbol/msd
MSGE,Madison Square Garden Entertainment Corp.,74.08,$1.78B,2020,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msge
MSGN,MSG Networks Inc.,10.16,$576.18M,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/msgn
MSGS,Madison Square Garden Sports Corp.,148.71,$3.57B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msgs
