Symbol,Fund Name
GSXIX,Aberdeen Funds: Aberdeen US Small Cap Equity Fund; Institutional Service Class Shares
GSCIX,Aberdeen Funds: Aberdeen US Small Cap Equity Fund; InstitutionalClass Shares
AGD,Aberdeen Global Dynamic Dividend Fund
FCO,"Aberdeen Global Income Fund, Inc"
AWP,Aberdeen Global Premier Properties Fund
ACP,Aberdeen Income Credit Strategies Fund
JETAX,Aberdeen Investment Funds: Aberdeen Global Equity Impact Fund; Class A Shares
JETIX,Aberdeen Investment Funds: Aberdeen Global Equity Impact Fund; Class I Shares
BJBHX,Aberdeen Investment Funds: Aberdeen Global High Income Fund; Class A Shares
JHYIX,Aberdeen Investment Funds: Aberdeen Global High Income Fund; Class I Shares
BJBIX,Aberdeen Investment Funds: Aberdeen Select International Equity Fund; Class A Shares
JIEIX,Aberdeen Investment Funds: Aberdeen Select International Equity Fund; Class I Shares
BJBGX,Aberdeen Investment Funds: Aberdeen Total Return Bond Fund; Class A Shares
JBGIX,Aberdeen Investment Funds: Aberdeen Total Return Bond Fund; Class I Shares
JEQ,"Aberdeen Japan Equity Fund, Inc"
SGOL,Aberdeen Standard Gold ETF Trust: Aberdeen Standard Physical Gold Shares ETF
BCD,Aberdeen Standard Investments ETF: Aberdeen Standard Bloomberg All Commodity Longer Dated Strategy K-1 Fr ETF
BCI,Aberdeen Standard Investments ETF: Aberdeen Standard Bloomberg All Commodity Strategy K-1 Free ETF
PALL,Aberdeen Standard Palladium ETF Trust: Aberdeen Standard Physical Palladium Shares ETF
PPLT,Aberdeen Standard Platinum ETF Trust: Aberdeen Standard Physical Platinum Shares ETF
GLTR,Aberdeen Standard Precious Metals Basket ETF Trust: Aberdeen Standard Physical Precious Metals Basket Shs ETF
SIVR,Aberdeen Standard Silver ETF Trust: Aberdeen Standard Physical Silver Shares ETF
AOD,Aberdeen Total Dynamic Dividend Fund
WBII,Absolute Shares Trust: WBI BullBear Global Income ETF
WBIL,Absolute Shares Trust: WBI BullBear Quality 3000 ETF
WBIE,Absolute Shares Trust: WBI BullBear Rising Income 3000 ETF
WBIT,Absolute Shares Trust: WBI BullBear Trend Switch 3000 Total Return ETF
WBIN,Absolute Shares Trust: WBI BullBear Trend Switch US Total Return ETF
WBIF,Absolute Shares Trust: WBI BullBear Value 3000 ETF
WBIG,Absolute Shares Trust: WBI BullBear Yield 3000 ETF
WBIY,Absolute Shares Trust: WBI Power Factor High Dividend ETF
N/A,ACAP Strategic Fund; Class A Shares
AFBIX,Access One Trust: Access Flex Bear High Yield Fund; Investor Class Shares
AFBSX,Access One Trust: Access Flex Bear High Yield Fund; Service Class Shares
FYAIX,Access One Trust: Access Flex High Yield Fund; Investor Class Shares
FYASX,Access One Trust: Access Flex High Yield Fund; Service Class Shares
PLCY,Active Weighting Funds ETF Trust: EventShares US Legislative Opportunities ETF
CFCV,ActiveShares ETF Trust: ClearBridge Focus Value ETF
ADX,Adams Diversified Equity Fund
PEO,Adams Natural Resources Fund
ADKSX,Adirondack Funds: Adirondack Small Cap Fund
DRAKX,"Advantage Funds, Inc: BNY Mellon Sustainable Balanced Fund; Class K Shares"
DRASX,"Advantage Funds, Inc: BNY Mellon Sustainable Balanced Fund; Services Class Shares"
AVK,Advent Convertible and Income Fund
IFPUX,Advisers Investment Trust: Independent Franchise Partners US Equity Fund
JOEIX,Advisers Investment Trust: JOHCM Emerging Markets Opportunities Fund; Class I Shares
JOEAX,Advisers Investment Trust: JOHCM Emerging Markets Opportunities Fund; Class II Shares
JOEMX,Advisers Investment Trust: JOHCM Emerging Markets Opportunities Fund; Institutional Class Shares
JOMEX,Advisers Investment Trust: JOHCM Emerging Markets Small Mid Cap Equity Fund; Class I Shares
JOMMX,Advisers Investment Trust: JOHCM Emerging Markets Small Mid Cap Equity Fund; Institutional Class Shares
JOGEX,Advisers Investment Trust: JOHCM Global Equity Fund; Class I Shares
JOGIX,Advisers Investment Trust: JOHCM Global Equity Fund; Institutional Class Shares
JOFIX,Advisers Investment Trust: JOHCM Global Income Builder Fund; Class I Shares
JOIIX,Advisers Investment Trust: JOHCM Global Income Builder Fund; Class II Shares
JOBIX,Advisers Investment Trust: JOHCM Global Income Builder Fund; Institutional Class Shares
JOPSX,Advisers Investment Trust: JOHCM International Opportunities Fund; Institutional Class Shares
JOHIX,Advisers Investment Trust: JOHCM International Select Fund; Class I Shares
JOHAX,Advisers Investment Trust: JOHCM International Select Fund; Class II Shares
JOISX,Advisers Investment Trust: JOHCM International Small Cap Equity Fund; Class I Shares
JOSAX,Advisers Investment Trust: JOHCM International Small Cap Equity Fund; Class II Shares
JOSMX,Advisers Investment Trust: JOHCM International Small Cap Equity Fund; Institutional Class Shares
RCTIX,Advisers Investment Trust: River Canyon Total Return Bond Fund; Institutional Class Shares
VTUIX,Advisers Investment Trust: Vontobel US Equity Institutional Fund; Class I Shares
KAMAX,Advisor Preferred Trust: Kensington Managed Income Fund; Class A Shares
KAMCX,Advisor Preferred Trust: Kensington Managed Income Fund; Class C Shares
KAMIX,Advisor Preferred Trust: Kensington Managed Income Fund; Institutional Class Shares
CLFLX,AdvisorOne Funds: CLS Flexible Income Fund; Class N Shares
FLEIX,AdvisorOne Funds: CLS Flexible Income Fund; Class T Shares
CLACX,AdvisorOne Funds: CLS Global Aggressive Equity Fund; Class N Shares
GLAGX,AdvisorOne Funds: CLS Global Aggressive Equity Fund; Class T Shares
CLSAX,AdvisorOne Funds: CLS Global Diversified Equity Fund; Class N Shares
GDIVX,AdvisorOne Funds: CLS Global Diversified Equity Fund; Class T Shares
CLERX,AdvisorOne Funds: CLS Growth and Income Fund; Class N Shares
GINCX,AdvisorOne Funds: CLS Growth and Income Fund; Class T Shares
CLSHX,AdvisorOne Funds: CLS Shelter Fund; Class N Shares
SHELX,AdvisorOne Funds: CLS Shelter Fund; Class T Shares
MTIXX,AdvisorOne Funds: Milestone Treasury Obligations Fund; Institutional Class
QGLCX,Advisors Preferred Trust: Gold Bullion Strategy Fund; Advisor Class Shares
QGLDX,Advisors Preferred Trust: Gold Bullion Strategy Fund; Investor Class Shares
HFSAX,Advisors Preferred Trust: Hundredfold Select Alternative Fund; Investor Class Shares
SFHYX,Advisors Preferred Trust: Hundredfold Select Alternative Fund; Service Class Shares
OTRGX,Advisors Preferred Trust: OnTrack Core Fund; Advisor Class Shares
OTRFX,Advisors Preferred Trust: OnTrack Core Fund; Investor Class Shares
QALAX,Advisors Preferred Trust: Quantified Alternative Investment Fund; Advisor Class Shares
QALTX,Advisors Preferred Trust: Quantified Alternative Investment Fund; Investor Class Shares
QCGDX,Advisors Preferred Trust: Quantified Common Ground Fund; Investor Class Shares
QEVOX,Advisors Preferred Trust: Quantified Evolution Plus Fund; Investor Class Shares
QBDAX,Advisors Preferred Trust: Quantified Managed Income Fund; Advisor Class Shares
QBDSX,Advisors Preferred Trust: Quantified Managed Income Fund; Investor Class Shares
QMLAX,Advisors Preferred Trust: Quantified Market Leaders Fund; Advisor Class Shares
QMLFX,Advisors Preferred Trust: Quantified Market Leaders Fund; Investor Class Shares
QSPMX,Advisors Preferred Trust: Quantified Pattern Recognition Fund; Investor Class Shares
QSTAX,Advisors Preferred Trust: Quantified STF Fund; Advisor Class Shares
QSTFX,Advisors Preferred Trust: Quantified STF Fund; Investor Class Shares
QFITX,Advisors Preferred Trust: Quantified Tactical Fixed Income Fund; Investor Class Shares
SAPEX,Advisors Preferred Trust: Spectrum Advisors Preferred Fund; Investor Class Shares
SVARX,Advisors Preferred Trust: Spectrum Low Volatility Fund; Investor Class Shares
AADGX,Advisors Series Trust: Aasgard Small & Mid-Cap Fund; No Load Shares
ATAFX,Advisors Series Trust: American Trust Allegiance Fund
CIAOX,Advisors Series Trust: Capital Advisors Growth Fund
CHASX,Advisors Series Trust: Chase Growth Fund; Class N Shares
CHAIX,Advisors Series Trust: Chase Growth Fund; Institutional Class Shares
DFMAX,Advisors Series Trust: Davidson Multi-Cap Equity Fund; Class A Shares
DFMIX,Advisors Series Trust: Davidson Multi-Cap Equity Fund; Class I Shares
LOMAX,Advisors Series Trust: Edgar Lomax Value Fund
FLIIX,Advisors Series Trust: First State Global Listed Infrastructure Fund; Class I Shares
FPCGX,Advisors Series Trust: Fort Pitt Capital Total Return Fund
HUDEX,Advisors Series Trust: Huber Capital Diversified Large Cap Value Fund; Institutional Class Shares
HUDIX,Advisors Series Trust: Huber Capital Diversified Large Cap Value Fund; Investor Class Shares
HULEX,Advisors Series Trust: Huber Capital Equity Income Fund;Institutional Class Shares
HULIX,Advisors Series Trust: Huber Capital Equity Income Fund;Investor Class Shares
HUMEX,Advisors Series Trust: Huber Capital Mid Cap Value Fund; Institutional Class Shares
HUMDX,Advisors Series Trust: Huber Capital Mid Cap Value Fund; Investor Class Shares
HUSEX,Advisors Series Trust: Huber Capital Small Cap Value Fund; Institutional Class Shares
HUSIX,Advisors Series Trust: Huber Capital Small Cap Value Fund; Investor Class Shares
GAKIX,Advisors Series Trust: Kellner Merger Fund; Institutional Class Shares
GAKAX,Advisors Series Trust: Kellner Merger Fund; Investor Class Shares
LGNGX,Advisors Series Trust: Logan Capital Large Cap Growth Fund; Institutional Class Shares
LGNHX,Advisors Series Trust: Logan Capital Large Cap Growth Fund; Investor Class Shares
OFVIX,Advisors Series Trust: O'Shaughnessy Market Leaders Value Fund; Class I Shares
PBBBX,Advisors Series Trust: PIA BBB Bond Fund; Managed Account Completion Shares
PIAMX,Advisors Series Trust: PIA High Yield (MACS) Fund; Managed Account Completion Shares
PHYSX,Advisors Series Trust: PIA High Yield Fund; Institutional Class Shares
PMTGX,Advisors Series Trust: PIA MBS Bond Fund; Managed Account Completion Shares
PIASX,Advisors Series Trust: PIA Short-Term Securities Fund; Advisor Class Shares
PFCFX,Advisors Series Trust: Poplar Forest Cornerstone Fund; Class A Shares
IPFCX,Advisors Series Trust: Poplar Forest Cornerstone Fund; Institutional Class Shares
PFPFX,Advisors Series Trust: Poplar Forest Partners Fund; Class A Shares
IPFPX,Advisors Series Trust: Poplar Forest Partners Fund; Institutional Class Shares
PZIEX,Advisors Series Trust: Pzena Emerging Markets Value Fund; Institutional Class Shares
PZVEX,Advisors Series Trust: Pzena Emerging Markets Value Fund; Investor Class Shares
PZIIX,Advisors Series Trust: Pzena International Small Cap Value Fund; Institutional Class Shares
PZVIX,Advisors Series Trust: Pzena International Small Cap Value Fund; Investor Class Shares
PZILX,Advisors Series Trust: Pzena Long/Short Value Fund; Institutional Class Shares
PZVLX,Advisors Series Trust: Pzena Long/Short Value Fund; Investor Class Shares
PZIMX,Advisors Series Trust: Pzena Mid Cap Value Fund; Institutional Class Shares
PZVMX,Advisors Series Trust: Pzena Mid Cap Value Fund; Investor Class Shares
PZISX,Advisors Series Trust: Pzena Small Cap Value Fund; Institutional Class Shares
PZVSX,Advisors Series Trust: Pzena Small Cap Value Fund; Investor Class Shares
HEDJX,Advisors Series Trust: Scharf Alpha Opportunity Fund; Retail Class Shares
LOGIX,Advisors Series Trust: Scharf Fund; Institutional Class Shares
LOGRX,Advisors Series Trust: Scharf Fund; Retail Class Shares
WRLDX,Advisors Series Trust: Scharf Global Opportunity Fund; Retail Class Shares
LOGOX,Advisors Series Trust: Scharf Multi-Asset Opportunity Fund; Institutional Class Shares
LOGBX,Advisors Series Trust: Scharf Multi-Asset Opportunity Fund; Retail Class Shares
SEMOX,Advisors Series Trust: Semper MBS Total Return Fund; Class A Shares
SEMMX,Advisors Series Trust: Semper MBS Total Return Fund; Institutional Class Shares
SEMPX,Advisors Series Trust: Semper MBS Total Return Fund; Investor Class Shares
SEMIX,Advisors Series Trust: Semper Short Duration Fund; Institutional Class Shares
SEMRX,Advisors Series Trust: Semper Short Duration Fund; Investor Class Shares
SFHFX,Advisors Series Trust: Shenkman Capital Floating Rate High Income Fund; Class F Shares
SFHIX,Advisors Series Trust: Shenkman Capital Floating Rate High Income Fund; Institutional Class Shares
SCFAX,Advisors Series Trust: Shenkman Capital Short Duration High Income Fund; Class A Shares
SCFCX,Advisors Series Trust: Shenkman Capital Short Duration High Income Fund; Class C Shares
SCFFX,Advisors Series Trust: Shenkman Capital Short Duration High Income Fund; Class F Shares
SCFIX,Advisors Series Trust: Shenkman Capital Short Duration High Income Fund; Institutional Class Shares
WSHYX,Advisors Series Trust: Wasmer Schroeder High Yield Municipal Fund; Institutional Class Shares
CCMSX,Advisors' Inner Circle Fund II: Cardinal Small Cap Value Fund; Institutional Class Shares
CIPDX,Advisors' Inner Circle Fund II: Champlain Emerging Markets Fund; Advisor Shares
CIPMX,Advisors' Inner Circle Fund II: Champlain Mid Cap Fund; Advisor Shares
CIPIX,Advisors' Inner Circle Fund II: Champlain Mid Cap Fund; Institutional Shares
CIPSX,Advisors' Inner Circle Fund II: Champlain Small Company Fund; Advisor Shares
CIPNX,Advisors' Inner Circle Fund II: Champlain Small Company Fund; Institutional Shares
HYBUX,Advisors' Inner Circle Fund II: Hancock Horizon Burkenroad Small Cap Fund; Class D Shares
HIBUX,Advisors' Inner Circle Fund II: Hancock Horizon Burkenroad Small Cap Fund; Institutional Class Shares
HHBUX,Advisors' Inner Circle Fund II: Hancock Horizon Burkenroad Small Cap Fund; Investor Class Shares
HHIIX,Advisors' Inner Circle Fund II: Hancock Horizon Diversified Income Fund; Institutional Class Shares
HHIAX,Advisors' Inner Circle Fund II: Hancock Horizon Diversified Income Fund; Investor Class Shares
HHDTX,Advisors' Inner Circle Fund II: Hancock Horizon Diversified International Fund; Institutional Class Shares
HHDAX,Advisors' Inner Circle Fund II: Hancock Horizon Diversified International Fund; Investor Class Shares
HDAIX,Advisors' Inner Circle Fund II: Hancock Horizon Dynamic Asset Allocation Fund; Institutional Class Shares
HDAAX,Advisors' Inner Circle Fund II: Hancock Horizon Dynamic Asset Allocation Fund; Investor Class Shares
HICIX,Advisors' Inner Circle Fund II: Hancock Horizon International Small Cap Fund; Institutional Class Shares
HISAX,Advisors' Inner Circle Fund II: Hancock Horizon International Small Cap Fund; Investor Class Shares
HHLTX,Advisors' Inner Circle Fund II: Hancock Horizon Louisiana Tax-Free Income Fund; Institutional Class Shares
HHLAX,Advisors' Inner Circle Fund II: Hancock Horizon Louisiana Tax-Free Income Fund; Investor Class Shares
HMIIX,Advisors' Inner Circle Fund II: Hancock Horizon Microcap Fund; Institutional Class Shares
HMIAX,Advisors' Inner Circle Fund II: Hancock Horizon Microcap Fund; Investor Class Shares
HHMTX,Advisors' Inner Circle Fund II: Hancock Horizon Mississippi Tax-Free Income Fund; Institutional Class Shares
HIMAX,Advisors' Inner Circle Fund II: Hancock Horizon Mississippi Tax-Free Income Fund; Investor Class Shares
HHQTX,Advisors' Inner Circle Fund II: Hancock Horizon Quantitative Long/Short Fund; Institutional Class Shares
HHQAX,Advisors' Inner Circle Fund II: Hancock Horizon Quantitative Long/Short Fund; Investor Class Shares
KGGAX,Advisors' Inner Circle Fund II: Kopernik Global All-Cap Fund; Class A Shares
KGGIX,Advisors' Inner Circle Fund II: Kopernik Global All-Cap Fund; Class I Shares
KGIIX,Advisors' Inner Circle Fund II: Kopernik International Fund; Class I Shares
KGIRX,Advisors' Inner Circle Fund II: Kopernik International Fund; Investor Class Shares
RSRFX,Advisors' Inner Circle Fund II: Reaves Utilities and Energy Infrastructure Fund; Institutional Class Shares
RQSGX,Advisors' Inner Circle Fund II: RQSI GAA Systematic Global Macro Fund; Institutional Class Shares
RQSRX,Advisors' Inner Circle Fund II: RQSI GAA Systematic Global Macro Fund; Retail Class Shares
WDIVX,Advisors' Inner Circle Fund II: Westfield Capital Dividend Growth Fund; Institutional Class Shares
WCDGX,Advisors' Inner Circle Fund II: Westfield Capital Dividend Growth Fund; Investor Class Shares
AMMIX,Advisors' Inner Circle Fund III: Aegon Emerging Markets Debt Fund; Institutional Class Shares
AMMVX,Advisors' Inner Circle Fund III: Aegon Emerging Markets Debt Fund; Investor Class Shares
ADSRX,Advisors' Inner Circle Fund III: Aperture Discover Equity Fund; Class X Shares
ADISX,Advisors' Inner Circle Fund III: Aperture Discover Equity Fund; Institutional Class Shares
APEEX,Advisors' Inner Circle Fund III: Aperture Endeavour Equity Fund; Class X Shares
ATOMX,Advisors' Inner Circle Fund III: Aperture Endeavour Equity Fund; Institutional Class Shares
ANWRX,Advisors' Inner Circle Fund III: Aperture New World Opportunities Fund; Class X Shares
ANWOX,Advisors' Inner Circle Fund III: Aperture New World Opportunities Fund; Institutional Class Shares
CCAPX,Advisors' Inner Circle Fund III: Chiron Capital Allocation Fund; Class I Shares
CSMOX,Advisors' Inner Circle Fund III: Chiron SMID Opportunities Fund; Class I Shares
FCAIX,Advisors' Inner Circle Fund III: Fiera Capital Diversified Alternatives Fund; Institutional Class Shares
FCARX,Advisors' Inner Circle Fund III: Fiera Capital Diversified Alternatives Fund; Investor Class Shares
GQGRX,Advisors' Inner Circle Fund III: GQG Partners Emerging Markets Equity Fund; Class R6 Shares
GQGIX,Advisors' Inner Circle Fund III: GQG Partners Emerging Markets Equity Fund; Institutional Class Shares
GQGPX,Advisors' Inner Circle Fund III: GQG Partners Emerging Markets Equity Fund; Investor Class Shares
GQRRX,Advisors' Inner Circle Fund III: GQG Partners Global Quality Equity Fund; Class R6 Shares
GQRIX,Advisors' Inner Circle Fund III: GQG Partners Global Quality Equity Fund; Institutional Class Shares
GQRPX,Advisors' Inner Circle Fund III: GQG Partners Global Quality Equity Fund; Investor Class Shares
GQERX,Advisors' Inner Circle Fund III: GQG Partners US Select Quality Equity Fund; Class R6 Shares
GQEIX,Advisors' Inner Circle Fund III: GQG Partners US Select Quality Equity Fund; Institutional Class Shares
GQEPX,Advisors' Inner Circle Fund III: GQG Partners US Select Quality Equity Fund; Investor Class Shares
KBIWX,Advisors' Inner Circle Fund III: KBI Global Investors Aquarius Fund; Institutional Class Shares
KCCIX,Advisors' Inner Circle Fund III: Knights of Columbus Core Bond Fund; Class I Shares
KCCSX,Advisors' Inner Circle Fund III: Knights of Columbus Core Bond Fund; Class S Shares
KCCVX,Advisors' Inner Circle Fund III: Knights of Columbus Core Bond Fund; Investor Class Shares
KCIIX,Advisors' Inner Circle Fund III: Knights of Columbus International Equity Fund; Class I Shares
KCISX,Advisors' Inner Circle Fund III: Knights of Columbus International Equity Fund; Class S Shares
KCIVX,Advisors' Inner Circle Fund III: Knights of Columbus International Equity Fund; Investor Class Shares
KCGIX,Advisors' Inner Circle Fund III: Knights of Columbus Large Cap Growth Fund; Class I Shares
KCGSX,Advisors' Inner Circle Fund III: Knights of Columbus Large Cap Growth Fund; Class S Shares
KCGVX,Advisors' Inner Circle Fund III: Knights of Columbus Large Cap Growth Fund; Investor Class Shares
KCVIX,Advisors' Inner Circle Fund III: Knights of Columbus Large Cap Value Fund; Class I Shares
KCVSX,Advisors' Inner Circle Fund III: Knights of Columbus Large Cap Value Fund; Class S Shares
